id,identifier
5ed887572158107829fa5aef,260-VI-00008
5f55130806158f011e1e3211,185-PR-00451
5eb4ebfbda6da3b502db622f,450-VI-00001
5f649bab06158f011e8d3d70,208-PR-02010
5edfc32cf1cdbf68d067b01a,136-VI-00037
60e741d186f54aa214e7adfe,831-VI-00017
5f66f1b206158f011ea4f6f5,752-VI-00011
5eb4e8f5da6da3b502dab4f4,168-VI-00012
5ed29b812158107829bf7d03,457-VI-00009
5eb4e9fbda6da3b502dafa1b,222-VI-00030
5eb4e9abda6da3b502dae74d,212-VI-00045
5eea52a5f1cdbf68d0fcc8ee,268-VI-00006
5f1b1a48f1cdbf68d031d20a,230-VI-00076
5fee29659e8b013f268f4679,419-VI-00067
5eb4e8f7da6da3b502dab57d,173-VI-00001
5faa607d205391c03b5d43d8,426-VI-00003
6088acfdb5ef6a0c98a4f20d,823-PR-02899
5eb4e846da6da3b502da701e,101-VI-00011
5efe84d9f1cdbf68d0dad316,130-VI-00010
5f2b527906158f011ed90f9d,399-CO-00126
5f1335eff1cdbf68d0d2f16a,842-VI-00004
5f3f671b06158f011efb0206,441-VI-00019
61a9c23321f9a393b3489535,556-PR-02477
5efa234ef1cdbf68d0a4c980,188-VI-00039
5f040d92f1cdbf68d015af05,831-VI-00003
5f5513d506158f011e1e43ef,679-PR-00446
5f3f509806158f011ef5eb71,163-AA-00003
5ed9d68cf1cdbf68d024cac6,253-VI-00027
5f5519bf06158f011e1ec87c,429-CO-00338
5eee4321f1cdbf68d02824a3,126-VI-00014
5ed9d402f1cdbf68d0247bd3,167-VI-00005
5eb4ebfcda6da3b502db6248,457-VI-00004
5f04a275f1cdbf68d018cc31,107-VI-00002
5eb4ea8fda6da3b502db1a94,238-VI-00053
5f1b1c0df1cdbf68d031f514,143-PR-00186
610b1f70786f7f0df61b5b2a,123-PR-00919
5f040b8ff1cdbf68d01563a9,412-VI-00010
5eb4e83dda6da3b502da6bc0,088-VI-00009
5f3f63b506158f011efa5fcd,399-VI-00019
5ebadc51da6da3b50220ed21,225-VI-00032
5f898f6985445785cc550335,431-PR-00056
61b9933a21f9a393b3ba47eb,477-PR-03378
5ec832cd21581078294c4b69,281-VI-00005
60fb55d086f54aa21453ecd7,145-VI-00006
5f21b24f06158f011e80cf2e,298-VI-00001
5eb4e814da6da3b502da55d4,058-VI-00019
5faa646e205391c03b5d79f4,399-PR-00939
5f5b6d8a06158f011ea37f53,253-VI-00033
5f187de1f1cdbf68d0116047,579-VI-00003
5fef739c9e8b013f26aa194a,070-AA-00001
5eb4e922da6da3b502dac2bd,190-VI-00015
6149f229786f7f0df6107ff2,068-VI-00040
5f3f4b6206158f011ef4b931,077-VI-00018
5eb6e8dcda6da3b502f44ed9,441-VI-00006
5ed295f32158107829bebf01,160-VI-00086
5eb4e860da6da3b502da7cb9,115-VI-00005
5eb4e9d4da6da3b502daf0db,217-VI-00003
5eb4e84fda6da3b502da7443,109-VI-00005
5eb4ea63da6da3b502db1134,230-VI-00033
5f5513b206158f011e1e412f,431-PR-00266
5f18777df1cdbf68d010e0f0,204-PR-00555
5f5513b206158f011e1e4129,431-PR-00177
60a68f9cc06b49dd3f67b976,235-AA-00002
5efe8d50f1cdbf68d0db5f94,621-VI-00002
61700bb46e54bb62e700f5ae,145-VI-00005
5ed884cb2158107829f9df56,176-VI-00017
5eb4eb42da6da3b502db3f38,379-VI-00007
5eb4eb12da6da3b502db35ba,308-VI-00003
5eb4eb59da6da3b502db43c1,412-VI-00001
5ed68d182158107829e56539,229-VI-00100
5f19c3f0f1cdbf68d01fb1a5,109-VI-00016
5f5512f706158f011e1e30b7,150-PR-00592
5fee40a19e8b013f269138f5,233-PR-02140
5eb4e86bda6da3b502da8138,126-VI-00010
5f244e9906158f011e949778,060-AA-00002
5f1d0e043a620227c4b6ff8b,033-VI-00034
5eb4eb2ada6da3b502db3a85,329-VI-00001
5eb4ea7ada6da3b502db1626,236-VI-00005
5ec582ff2158107829232b34,140-VI-00088
5f3f4cad06158f011ef508f2,083-VI-00003
5eb4e86bda6da3b502da8150,131-VI-00007
5eb6e831da6da3b502f4304a,335-VI-00002
60e73dee86f54aa214e55567,115-VI-00072
5ee8fc3af1cdbf68d0ed0e83,047-VI-00095
5fee45699e8b013f26919554,299-PR-00930
5eb4e9c0da6da3b502daec86,216-VI-00046
5ef8d0aff1cdbf68d095d625,112-VI-00039
60900216b5ef6a0c98f3e383,118-VI-00012
60e742d686f54aa214e8701d,433-PR-03218
607edb88b5ef6a0c984f84f3,126-VI-00040
60e7420d86f54aa214e7d800,259-CO-00777
5f040b9df1cdbf68d015661c,246-PR-00044
5f54ffd806158f011e1b816b,039-VI-00114
5f55112c06158f011e1e0892,441-VI-00017
5ebea2de2158107829cdec38,314-VI-00002
5eb4eb11da6da3b502db3581,307-VI-00004
5ef0eb28f1cdbf68d046ff53,080-PR-00422
5f040d3cf1cdbf68d015a3ad,582-VI-00028
5f3f61e906158f011efa0326,314-PR-00672
60e742f886f54aa214e88ed6,823-PR-03089
5f299cc106158f011ec41f52,200-PR-00847
5eecf83bf1cdbf68d018b6f5,644-VI-00029
5f3f4b7606158f011ef4beff,080-VI-00032
5eb4e7c4da6da3b502da35a2,001-VI-00010
60e741dd86f54aa214e7b7a8,988-VI-00001
5eb4e834da6da3b502da6770,075-VI-00001
5eb4ec2eda6da3b502db7885,478-VI-00001
5f26f32406158f011ea6606c,106-VI-00002
5f5fb6be06158f011e43aed1,823-PR-00963
5ef43a98f1cdbf68d0669484,205-VI-00002
5f2b527c06158f011ed90fda,444-CO-00180
5ecfc44d2158107829952440,131-VI-00016
5ee50e06f1cdbf68d0bf288f,311-PR-00411
5ec2c6302158107829fe60c9,240-AA-00008
603ba9c29e8b013f26f879d7,474-PR-00214
5eb4ea20da6da3b502db02b5,224-VI-00006
60e73ddc86f54aa214e54ac0,111-VI-00010
5eb4e80dda6da3b502da5107,050-VI-00001
5eb4e7c4da6da3b502da35a5,001-VI-00012
5eb4eae5da6da3b502db2c67,274-VI-00003
60fb55de86f54aa214542b47,105-VI-00010
603b9af69e8b013f26f10a5e,167-VI-00004
5eb4e7f5da6da3b502da3fc0,044-VI-00013
5fee41489e8b013f2691469c,562-VI-00016
5eef99bdf1cdbf68d037d119,193-PR-00178
5eb4e834da6da3b502da6796,080-VI-00011
5eecf734f1cdbf68d0189f45,418-VI-00004
5f5519a506158f011e1ec686,215-CO-00374
60e742d486f54aa214e86e30,431-PR-02406
5efcc2a7f1cdbf68d0c126c4,136-VI-00079
6149f244786f7f0df612d6fa,727-PR-03328
5f3f626706158f011efa1ce1,658-PR-00505
5eb4eb13da6da3b502db35d4,311-VI-00004
5eb4e7e9da6da3b502da3b3f,042-VI-00003
5fedffa09e8b013f268aed89,139-VI-00116
5eb4eb42da6da3b502db3f28,350-VI-00001
5f0408d3f1cdbf68d014e5a3,229-VI-00081
5eced265215810782987877d,240-AA-00013
5f3f671a06158f011efb01e2,441-VI-00018
5f5503c506158f011e1c52e0,126-VI-00009
5eb4e82bda6da3b502da6343,071-VI-00001
625fd7b8755cba02e5b68d8f,1314-VI-00003
5eb4ea66da6da3b502db11cf,232-VI-00048
5fee30ac9e8b013f268feae0,001-PR-02460
60e7414586f54aa214e75afb,464-VI-00011
5eb4e875da6da3b502da8587,132-VI-00012
5f5513cb06158f011e1e432a,592-PR-00238
5ececbf42158107829865d72,139-VI-00081
5eb4e8a0da6da3b502da96d6,140-VI-00045
5faa7a6e205391c03b5ea3a2,909-VI-00001
5f06b164f1cdbf68d0305b01,394-VI-00004
5fee1d2b9e8b013f268ddbfd,274-VI-00008
5eb4e953da6da3b502dad06d,194-VI-00064
5eb4ea21da6da3b502db02f0,225-VI-00026
5eb4eb15da6da3b502db361d,325-VI-00045
5f550ddc06158f011e1db1f2,253-VI-00050
5ef43b72f1cdbf68d066a775,237-VI-00036
5faa1ce3205391c03b5775e9,068-VI-00030
5ec585b2215810782923a1da,314-VI-00003
5eb4e913da6da3b502dabe63,188-VI-00002
5f76ccf006158f011e36e5ec,293-VI-00016
5f2c416006158f011eecc998,220-VI-00041
5eb4ebfcda6da3b502db626e,461-VI-00023
5eb4eafcda6da3b502db3120,295-VI-00001
5eb4e82bda6da3b502da634d,073-VI-00003
5f1f0e0f3a620227c4c79ba6,341-PR-00794
5eb4ea39da6da3b502db082f,229-VI-00001
61361e90786f7f0df679444b,110-PR-02127
5f89699685445785cc4f0132,224-VI-00004
5f5513af06158f011e1e40f8,431-PR-00056
5eb4e83dda6da3b502da6bdf,090-VI-00001
5ec2c4242158107829fdb862,150-VI-00011
5eb4eb9cda6da3b502db5089,424-VI-00001
603ba2df9e8b013f26f6fb1b,595-VI-00001
5eb6e488da6da3b502f37333,075-VI-00004
5f08ae8df1cdbf68d04f6fc1,627-VI-00012
5eb4ea90da6da3b502db1ab8,241-VI-00002
5f0deba5f1cdbf68d08a08fb,401-PR-00072
5f57ff7806158f011e4cd324,314-VI-00004
5eb4ea64da6da3b502db11a1,232-VI-00024
61547207786f7f0df6e3552e,346-PR-02306
5f24534c06158f011e95b17c,195-VI-00007
5f5517e806158f011e1e9fbb,083-CO-00388
623974e6d4bdad853fe39765,156-VI-00013
5f65a1ad06158f011e9a6821,541-VI-00006
5ec8326621581078294c3e76,195-VI-00024
5f3f366c06158f011ef28692,045-VI-00159
5f205b293a620227c4d16415,125-VI-00025
5eb4ea22da6da3b502db0316,227-VI-00002
5f6ae2a706158f011ecff741,428-AA-00428
5eb4e954da6da3b502dad07b,195-VI-00002
5ed68b892158107829e53767,160-VI-00085
607edb10b5ef6a0c984f50e2,1083-VI-00003
5f1d18d23a620227c4b92b49,109-CO-00053
5ebc2c3fda6da3b5023016a7,160-VI-00036
607ee645b5ef6a0c98536371,331-CO-00302
5eb4e84fda6da3b502da743b,109-VI-00001
5eb4ec2eda6da3b502db7890,488-VI-00001
61113b1f786f7f0df60d37a7,674-PR-03239
5eea53f1f1cdbf68d0fce301,203-PR-00198
5eb4e87fda6da3b502da89da,137-VI-00003
5f205afb3a620227c4d1581e,075-AA-00003
5eb4ebabda6da3b502db5354,511-PR-00268
5eb4e9abda6da3b502dae741,212-VI-00039
5eb4e88ada6da3b502da8e4e,139-VI-00053
5eea4f86f1cdbf68d0fc7880,202-VI-00006
5f09f4e4f1cdbf68d05da6fc,216-VI-00109
5f55131606158f011e1e332c,199-PR-00868
607ee80eb5ef6a0c9853cb7a,084-PR-00402
5eb4ea79da6da3b502db15fb,233-VI-00003
5eb4eabcda6da3b502db23ce,253-VI-00005
5eb4e954da6da3b502dad079,195-VI-00001
5f2c404306158f011eec8cc7,212-VI-00057
5f99603a85445785cce9e34b,248-VI-00009
5f113be6f1cdbf68d0b173d6,647-VI-00017
5f57f0da06158f011e4a5e17,045-VI-00165
60900bfdb5ef6a0c98f64e54,943-VI-00001
5f3f672206158f011efb0320,447-VI-00003
5f55131706158f011e1e3338,203-PR-00198
5eb4e7e8da6da3b502da3b1e,040-VI-00015
5eb4ebabda6da3b502db534e,483-PR-00222
619d628c6abee66874765f21,667-PR-02689
5eb4ea64da6da3b502db119d,232-VI-00022
5eb4e86bda6da3b502da8142,138-VI-00011
5eb4e8f5da6da3b502dab502,168-VI-00021
5eb4e858da6da3b502da78af,114-VI-00001
5f3f5e3b06158f011ef93834,582-VI-00031
5eb4ea36da6da3b502db0772,227-VI-00038
5eb4e80eda6da3b502da5161,056-VI-00042
5eb4e8dcda6da3b502daac9b,162-VI-00019
61140d41786f7f0df6822e8b,1052-EE-00239
618e714c6abee66874eb32a3,346-HV-00061
5efa21aaf1cdbf68d0a48dc4,098-VI-00004
5fedfabd9e8b013f2689c049,101-VI-00021
5ebde098da6da3b50249df36,267-VI-00015
5f89901985445785cc550e9f,225-CO-00294
5eb4e9bfda6da3b502daec45,216-VI-00012
5fee5d429e8b013f26932a7f,902-VI-00003
60e7409186f54aa214e6ebbc,295-VI-00012
5eb4e904da6da3b502dab9c7,175-VI-00018
5f550c1b06158f011e1d7c96,230-VI-00081
5eb4e8f5da6da3b502dab4f2,168-VI-00012
5f04090bf1cdbf68d014eee8,253-VI-00019
5eb4e7c6da6da3b502da35bd,001-VI-00020
5fee33b59e8b013f26902be6,081-PR-02192
5ef632cff1cdbf68d07aea84,425-VI-00004
5fee40a89e8b013f26913999,233-PR-02222
5f898d8485445785cc54dfb2,401-PR-00659
5eb4e845da6da3b502da6ffc,100-VI-00016
5f89630685445785cc4e85f0,212-VI-00015
5eb4e80eda6da3b502da5135,056-VI-00019
5f5513b006158f011e1e410b,431-PR-00067
61c6c36521f9a393b362d1ae,1266-PR-03485
5f89622785445785cc4e765b,205-VI-00002
5eeb9fa4f1cdbf68d00a25ee,169-VI-00007
5fee04329e8b013f268b7729,175-VI-00036
5eb4e83dda6da3b502da6bae,089-VI-00003
5f04a701f1cdbf68d0190679,215-VI-00082
5ef238f4f1cdbf68d056676c,205-VI-00006
5fee68429e8b013f2693d0d1,978-CO-00486
5fef90f39e8b013f26ac6397,084-PR-00402
5efb740af1cdbf68d0b3a61a,227-VI-00068
5f74256706158f011e1755d3,541-VI-00010
5eb4e7c9da6da3b502da35f2,032-VI-00024
5eb4eb14da6da3b502db360f,325-VI-00015
5eb4e7eada6da3b502da3b7c,043-VI-00001
5eb4e9c1da6da3b502daecb7,216-VI-00081
5eb4e823da6da3b502da5eb7,070-VI-00026
5f5fbead06158f011e445fd9,239-CO-00327
5fee58fb9e8b013f2692e85f,769-PR-02561
5eb4e8f6da6da3b502dab543,170-VI-00002
5f1873d0f1cdbf68d0107f93,176-AA-00002
603ba31a9e8b013f26f70a5b,686-VI-00009
5eb4ea79da6da3b502db1609,235-VI-00003
5ebade04da6da3b50221400e,150-PR-00189
5efcc5e0f1cdbf68d0c19734,604-VI-00007
5f06a84bf1cdbf68d02f3468,095-VI-00001
5f075a9af1cdbf68d03c519b,421-VI-00017
5eb4eb41da6da3b502db3f13,345-VI-00001
5f3f627c06158f011efa20c4,353-HV-00012
5f5513d706158f011e1e4420,749-PR-00799
5eb4ead1da6da3b502db2838,267-VI-00009
5f8ff25985445785ccc3ee9b,752-VI-00001
5faa5834205391c03b5cd3cf,143-PR-00047
5ed53a9d2158107829d87d32,200-VI-00057
5fedf7fd9e8b013f26894dd9,056-VI-00068
5eb4e988da6da3b502dade01,200-VI-00049
60fb55c686f54aa21453c5a7,581-VI-00010
5f5512a006158f011e1e2946,084-PR-00402
5fee30399e8b013f268fe26e,457-VI-00050
5fee0ef09e8b013f268c933a,220-VI-00052
5fee59739e8b013f2692ef21,842-PR-02132
5eb4ea63da6da3b502db1157,230-VI-00051
60e73fcb86f54aa214e67708,227-VI-00068
5fee26d19e8b013f268f00e2,398-VI-00001
5eb4ebabda6da3b502db5342,431-PR-00126
5f2c44ee06158f011eed69d0,241-PR-00860
5eb4e84fda6da3b502da7469,111-VI-00001
5ec8321e21581078294c342e,176-VI-00015
5ed8866f2158107829fa2ee6,241-PR-00335
5eb4e8f6da6da3b502dab553,171-VI-00002
5ec5831f2158107829232d21,160-VI-00062
5f187e03f1cdbf68d0116290,627-VI-00002
5f2c403f06158f011eec8c20,212-VI-00011
5ebad981da6da3b5022071f6,065-VI-00004
5f19cff2f1cdbf68d020c70d,568-VI-00019
5f55135106158f011e1e3860,377-PR-00218
60e7427986f54aa214e8244d,110-PR-02127
5ef4e56bf1cdbf68d06eb717,582-VI-00010
607eda2fb5ef6a0c984efb6c,093-VI-00021
5ef4e445f1cdbf68d06e9f17,326-PR-00129
5eced04a2158107829872885,222-VI-00086
5eb4e8f4da6da3b502dab4c2,163-VI-00021
5eb4e8c2da6da3b502daa39d,158-VI-00014
5f2b4b2906158f011ed854df,353-VI-00005
5f619f1206158f011e639294,253-VI-00042
5eb4e976da6da3b502dad939,199-VI-00001
61a8706821f9a393b398155d,593-PR-02761
607eec53b5ef6a0c9854cd40,055-HV-00145
5ed8850c2158107829f9e94d,195-VI-00025
611d3212786f7f0df662b992,667-PR-02262
5f245ce506158f011e96f1a6,667-VI-00006
5eb4ea4dda6da3b502db0cb7,229-VI-00052
5f897dd585445785cc50830c,418-VI-00004
5f113900f1cdbf68d0b13d09,345-PR-00401
5eb4ebfbda6da3b502db6222,447-VI-00001
5eb4eb2bda6da3b502db3a98,330-VI-00006
60e73c4486f54aa214e44a0d,001-VI-00005
5f299df206158f011ec44504,457-VI-00044
5eb4e8f6da6da3b502dab55f,171-VI-00009
5ee2519af1cdbf68d09ad4e5,216-VI-00091
5fee39b19e8b013f2690aaab,517-AA-00001
5f76bb9406158f011e359141,101-VI-00016
5f84e11885445785cc0deb53,068-VI-00035
5eb4ebcada6da3b502db5937,445-VI-00002
5ec835c521581078294c9b94,665-VI-00002
5eeba20ff1cdbf68d00a7974,221-VI-00064
5eef9881f1cdbf68d037b8f9,261-VI-00049
5f21abe806158f011e7f5de5,114-VI-00003
5eb4e8f6da6da3b502dab53f,199-VI-00009
5f075829f1cdbf68d03c16d9,221-PR-00489
603b9f619e8b013f26f609b7,339-VI-00007
5eb4eb12da6da3b502db35b4,308-AA-00001
5fee3d2c9e8b013f2690f0a5,188-PR-02654
5eb4eae5da6da3b502db2c6b,276-VI-00003
5fee37679e8b013f2690752a,489-VI-00001
5f113b8df1cdbf68d0b16d3e,588-VI-00001
5f205afb3a620227c4d15811,075-AA-00002
5eb4e834da6da3b502da6792,080-VI-00009
5ec8315221581078294c0cda,159-VI-00007
5ef631e0f1cdbf68d07ad763,225-VI-00063
5f13305af1cdbf68d0d280c6,220-VI-00021
5eb4e834da6da3b502da679c,080-VI-00014
5eb4eb13da6da3b502db35e7,322-VI-00001
5ee50bf4f1cdbf68d0bef85b,294-VI-00003
60e73fcc86f54aa214e67778,227-VI-00077
5eb4e860da6da3b502da7cbb,115-VI-00006
5eb4ea21da6da3b502db02d7,225-VI-00018
5f5512c106158f011e1e2bdb,837-CO-00479
5eea5491f1cdbf68d0fceea8,575-VI-00001
5eb4e912da6da3b502dabe1f,185-VI-00001
5eb4eabcda6da3b502db23ca,253-VI-00003
5eb4e997da6da3b502dae23f,204-VI-00015
5eb4eb12da6da3b502db359f,307-VI-00029
5eb4e83dda6da3b502da6bd1,089-AA-00002
5f09f5a8f1cdbf68d05db7c6,240-VI-00001
5eb4eb11da6da3b502db3563,295-VI-00005
5ec8313f21581078294c0933,130-VI-00005
5eb4e9a9da6da3b502dae6be,209-VI-00001
6090071fb5ef6a0c98f55c83,290-VI-00014
6176c11d6e54bb62e7cb01ac,060-PR-02122
5eb4e8cfda6da3b502daa854,160-VI-00032
5ececb942158107829864a06,136-VI-00055
5f5508d306158f011e1d0cb3,220-AA-00006
5f566a9c06158f011e2f6945,068-VI-00031
61a8703621f9a393b3946f5e,795-VI-00006
5eb4eafbda6da3b502db310a,290-VI-00001
5f2c46d906158f011eedb45d,276-VI-00017
60e7430586f54aa214e899b9,1066-HV-00066
5f76cb5706158f011e36cbb3,253-VI-00030
5eb4e860da6da3b502da7cd2,118-VI-00009
5efe90f6f1cdbf68d0db9880,076-HV-00022
5eb4e9adda6da3b502dae7d0,215-VI-00052
5ebada8dda6da3b502209c43,175-VI-00028
603b9a2a9e8b013f26efb043,138-VI-00003
5eb4e84fda6da3b502da7433,107-VI-00001
5f5519b606158f011e1ec7d1,346-CO-00183
5f187df1f1cdbf68d0116132,620-VI-00001
5eb4ea22da6da3b502db0306,225-VI-00048
5faa1b5b205391c03b570e95,050-VI-00008
5f89845685445785cc50f0de,150-PR-00732
5fee24439e8b013f268ebcd0,339-VI-00002
5f55132506158f011e1e3467,253-PR-00606
5f2c3d4506158f011eec1068,163-VI-00027
5eb4eaa7da6da3b502db1f8c,250-VI-00001
5eef9519f1cdbf68d0376368,155-VI-00001
60e7420a86f54aa214e7d5ae,233-CO-00775
61271355786f7f0df6a78026,1109-VI-00003
61547207786f7f0df6e354ef,346-PR-02306
5eb4ecbeda6da3b502dbac96,582-VI-00002
5ef4e52ff1cdbf68d06eb1a4,546-VI-00001
5efcc23cf1cdbf68d0c11485,109-VI-00040
5f2b3e0d06158f011ed6b43a,045-VI-00144
60e73d7486f54aa214e50a74,068-VI-00034
5eb4ead0da6da3b502db280e,266-AA-00003
5f0dee53f1cdbf68d08a4012,453-CO-00453
5f896c6f85445785cc4f39be,230-AA-00004
5eeb9f82f1cdbf68d00a21e9,140-VI-00052
611d324a786f7f0df664ff71,107-VI-00011
5ef63208f1cdbf68d07adafc,229-VI-00103
607ee543b5ef6a0c9853258b,134-CO-00482
5f2c378206158f011eeb2dee,033-VI-00001
5eb4e896da6da3b502da9282,140-VI-00005
5f72d93a06158f011e0ade70,058-VI-00088
5ee3b7b3f1cdbf68d0ae99c3,110-VI-00001
5f07585cf1cdbf68d03c1bf5,679-PR-00473
5eb4ea90da6da3b502db1aaa,240-AA-00004
5f19c3cbf1cdbf68d01fadbb,077-VI-00003
5eb4e7ccda6da3b502da363f,036-VI-00019
5ec833d921581078294c6b54,431-PR-00177
5eb4e9c1da6da3b502daeca1,216-VI-00062
5f113b37f1cdbf68d0b1671f,439-VI-00043
5f6ae94a06158f011ed04e35,672-CO-00476
5eb4e942da6da3b502dacbe5,193-VI-00023
5fedfc5e9e8b013f2689e5e0,110-VI-00006
5eb4e9e8da6da3b502daf582,221-VI-00005
5eeba4aef1cdbf68d00ab495,400-PR-00314
5f5512b006158f011e1e2a89,142-PR-00398
5f3f510506158f011ef5ff92,175-VI-00018
5ee3ba3ef1cdbf68d0aeee27,251-VI-00010
607eec07b5ef6a0c9854bc51,881-PR-02982
5f0f3812f1cdbf68d0998f21,107-VI-00005
607eebaeb5ef6a0c9854aa04,076-HV-00007
5eb4e814da6da3b502da55d8,058-VI-00021
5eb4e7e8da6da3b502da3b17,040-VI-00011
5fee1c759e8b013f268dc193,261-VI-00073
5f040595f1cdbf68d01414b1,047-VI-00066
5eb4e9acda6da3b502dae769,215-AA-00001
5ee0f797f1cdbf68d0762226,058-PR-00619
5f3f5a1306158f011ef832b0,230-VI-00085
5eb4e912da6da3b502dabe1d,184-VI-00036
5eb4eb42da6da3b502db3f1f,348-VI-00001
5eb4e8f5da6da3b502dab4ea,168-VI-00007
5f0f411cf1cdbf68d09a653a,403-VI-00014
5eb4eafbda6da3b502db3106,290-VI-00001
5f2b527006158f011ed90ef8,200-CO-00130
5eb4e7e5da6da3b502da3a88,036-VI-00033
5eda4ee4f1cdbf68d02ca5e9,190-VI-00077
5eb4eb13da6da3b502db35dc,319-VI-00001
6176c1026e54bb62e7c97330,074-VI-00005
5eb4e860da6da3b502da7cde,122-VI-00001
5f0dee2bf1cdbf68d08a3cab,192-CO-00248
5ebc2df3da6da3b502305c5c,223-VI-00028
60e7429386f54aa214e83e72,169-PR-02594
5eb4eb11da6da3b502db357d,307-VI-00002
5f8d159b85445785cc8a2bcc,823-PR-00963
5f55089d06158f011e1d0485,215-VI-00084
5eb4e8ceda6da3b502daa7f7,159-VI-00001
5f5519b206158f011e1ec789,326-CO-00051
61361eb4786f7f0df67abb83,442-PR-03356
5eb4e9adda6da3b502dae79d,215-VI-00021
5f27002506158f011ea85357,603-VI-00021
5eb4eb59da6da3b502db439b,399-VI-00012
5ebc2cd7da6da3b50230293f,190-VI-00075
5ecfc6df215810782995766c,237-VI-00066
618e715b6abee66874eb7c6f,671-PR-02277
5eb4e81ada6da3b502da5a48,060-VI-00010
6176c11a6e54bb62e7cad959,220-AA-00012
5eb4eb12da6da3b502db35a5,307-VI-00036
5f997db185445785ccebccbc,230-PR-02003
5faa5aa2205391c03b5cf419,185-PR-02234
5f06b0acf1cdbf68d030430d,345-VI-00007
5ef0e651f1cdbf68d04687d5,139-VI-00093
5eb4ea79da6da3b502db1601,234-VI-00001
5eb4ea90da6da3b502db1aae,240-AA-00006
5eb4e9bfda6da3b502daec51,216-VI-00018
5eb59784da6da3b502e5c2e0,415-VI-00002
5eb4eb15da6da3b502db3619,325-VI-00029
5ef23e7df1cdbf68d056feae,192-CO-00060
5fee3e7e9e8b013f26910900,200-PR-00849
5f3f6c5206158f011efbc54c,582-VI-00036
60889eb1b5ef6a0c98a261cb,278-VI-00048
5f3f5e8406158f011ef948b6,325-VI-00040
5efb7896f1cdbf68d0b41363,628-VI-00008
5f66d84d06158f011ea27e40,065-VI-00001
5eb4e9fada6da3b502daf9e4,222-VI-00003
5eb4e82bda6da3b502da6347,071-VI-00004
5eb4ea4fda6da3b502db0d02,230-VI-00021
5f0f403af1cdbf68d09a5576,260-VI-00022
5eb4ec62da6da3b502db8d1c,511-VI-00018
60940cffb5ef6a0c984ac024,431-PR-02412
5fee0ea59e8b013f268c8c40,220-AA-00008
5ee25372f1cdbf68d09b02be,054-PR-00624
5f0f403cf1cdbf68d09a558f,261-VI-00016
5eb4e80eda6da3b502da5141,056-VI-00025
5eb4e8f6da6da3b502dab512,168-VI-00052
5eb4e9bfda6da3b502daec4f,216-VI-00017
5f7df0fe06158f011e7d3e43,660-VI-00003
5f3f4d4c06158f011ef5344f,109-VI-00003
5f2c471706158f011eedbdc3,298-VI-00002
5f5fadd806158f011e430047,253-VI-00044
5ee251f8f1cdbf68d09ade7c,281-VI-00028
5ef4e4b6f1cdbf68d06ea847,403-VI-00003
5f649b8b06158f011e8d3a2f,205-PR-00956
5eb4e83dda6da3b502da6be7,098-VI-00002
5f187de0f1cdbf68d0116036,578-VI-00003
5eb4eb12da6da3b502db3591,307-VI-00012
60e742ba86f54aa214e85c2c,311-PR-03221
5f19c890f1cdbf68d020329a,401-PR-00040
5f0408aaf1cdbf68d014deb5,224-VI-00039
5efb71f3f1cdbf68d0b36bc3,188-VI-00036
5f5513de06158f011e1e44a2,769-PR-00718
5eb4e82bda6da3b502da6321,070-VI-00046
5ec832ce21581078294c4b77,281-VI-00018
5eb4ea79da6da3b502db15f5,397-VI-00001
5f896a9b85445785cc4f13d4,225-VI-00063
60e742d386f54aa214e86d56,429-PR-02593
5eb593f8da6da3b502e50511,138-VI-00024
60e7423786f54aa214e7f7da,1113-EE-00205
5ecfc42a2158107829951dad,125-VI-00023
5ef635c7f1cdbf68d07b34f3,429-PR-00391
5efe8d0cf1cdbf68d0db5bb5,582-VI-00049
5f3f4b4906158f011ef4b218,070-VI-00007
5eb4ec63da6da3b502db8d6c,532-VI-00012
5fee41859e8b013f26914b4b,565-VI-00012
5fedfac09e8b013f2689c07e,101-VI-00022
60fb55d286f54aa21453f3c3,118-VI-00014
5eb4e7e7da6da3b502da3ae9,039-VI-00001
5eb4e81ada6da3b502da5a19,059-VI-00008
5fee00079e8b013f268afb0a,140-VI-00101
5eb4e80eda6da3b502da518f,057-VI-00007
5f76d9ac06158f011e3796bc,811-VI-00004
5f09f0f8f1cdbf68d05d1188,084-VI-00001
5eb4e9a8da6da3b502dae686,206-VI-00005
5ec831c921581078294c26b6,169-VI-00005
5eb4e84fda6da3b502da743d,109-VI-00002
5eb4eb6fda6da3b502db47fa,415-VI-00001
5eb4e8acda6da3b502da9b41,150-VI-00003
5eb4e8dcda6da3b502daac9f,163-VI-00002
5eecf716f1cdbf68d0189d33,058-PR-00617
5eb4e9abda6da3b502dae721,212-VI-00024
5eb4e914da6da3b502dabe8f,188-VI-00024
5eb4e80eda6da3b502da5119,056-VI-00003
612020f8786f7f0df6a36dbd,126-VI-00008
5fee24819e8b013f268ec380,346-AA-00001
5ebad8f6da6da3b502205c51,001-VI-00009
5ebc2b7cda6da3b5022ff6f3,075-VI-00005
5f3f4d9d06158f011ef54669,139-VI-00091
5eb4ea37da6da3b502db07d5,228-VI-00028
5eb4e876da6da3b502da85c0,136-VI-00039
5f5513d606158f011e1e4408,743-PR-00577
5f7df11806158f011e7d3ff4,827-VI-00008
5eb4e889da6da3b502da8e1d,139-VI-00026
5fee0b479e8b013f268c3794,206-VI-00031
